customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
68f3dedb-e4c9-4ade-9623-4a967c22af52,25,55000,RENT,3,DEBTCONSOLIDATION,C,5000,,0,Y,4
8831198b-96d3-4cdf-ace4-46e9496fec23,22,55000,RENT,3,EDUCATION,C,5000,,0,Y,3
33f016c6-7c32-4fa7-bbf0-ccfd74d38ef6,24,55000,RENT,4,VENTURE,A,5000,8,0,N,3
8b50195f-81a0-46ea-b41b-30875ba0807c,21,55272,RENT,5,VENTURE,A,5000,5.42,0,N,3
6dae0a82-197e-488d-9b0d-5de4616e9baf,24,56000,RENT,8,PERSONAL,C,5000,14.27,0,N,4
f5431800-7410-4128-a761-fe4894153eb1,26,56000,RENT,7,PERSONAL,A,5000,7.91,0,N,2
76117eda-04cc-43c1-9ad0-00c67058dac6,22,45000,OWN,6,EDUCATION,A,4750,6.39,0,N,2
0f274af1-765c-4220-8310-cdd647625fc9,24,50000,RENT,1,HOMEIMPROVEMENT,D,5000,15.62,1,N,4
3a77c909-f2c0-4350-8ac4-0a839248f168,22,45000,OWN,7,EDUCATION,A,6000,6.76,0,N,2
ad14b633-529c-4f55-ada5-3d9d97a973f1,25,56000,RENT,2,DEBTCONSOLIDATION,B,5000,,0,N,4
fc0b0681-7ff0-437b-8e7c-07e5cdef2e1e,22,45000,MORTGAGE,6,EDUCATION,A,10000,7.88,0,N,4
04aa3872-713e-454d-8764-9b09249cee36,23,56016,RENT,4,EDUCATION,E,5000,15.13,0,N,3
949ae436-8d99-4a95-a288-e5d27d022f17,21,45000,MORTGAGE,5,PERSONAL,A,4000,7.14,0,N,3
1e69393c-8127-4bb8-a891-8dc8fb271f1c,26,51000,RENT,10,MEDICAL,B,5000,12.42,1,N,4
90d7126b-298b-466a-aeea-dc09490713b3,24,51000,RENT,2,DEBTCONSOLIDATION,D,5000,14.74,1,Y,2
22ca50b8-7092-48f7-9b69-3667cd1757e9,26,51600,RENT,1,HOMEIMPROVEMENT,A,5000,8.94,1,N,2
949d5ec0-c1d0-414f-aa4a-9a92936bb19e,24,57692,RENT,2,HOMEIMPROVEMENT,C,5000,13.23,0,Y,3
1a0759bd-0c58-4a53-8fc0-0e84fa9a07ca,24,57996,RENT,1,HOMEIMPROVEMENT,A,5000,8,0,N,3
73d7f200-d89c-4f3f-8693-11133e5090b7,24,57996,RENT,4,HOMEIMPROVEMENT,D,5000,13.24,0,N,4
3b070e80-38e2-4b19-bc40-48c309fdb681,24,58000,RENT,5,MEDICAL,A,5000,7.49,0,N,2
83e574b0-09c5-4b0d-aecb-8bc91be5fc92,22,58000,RENT,4,PERSONAL,C,5000,13.85,0,N,2
9d9ff12e-7f7b-4aea-b92a-b6b00ae766a9,23,45000,MORTGAGE,1,MEDICAL,B,7200,11.86,0,N,2
0b3203f4-705e-45d2-9993-64e475853d2d,21,45000,MORTGAGE,3,MEDICAL,A,4500,7.14,0,N,2
601b7068-d6f8-42b8-ae5e-c77a41ace060,25,45000,MORTGAGE,4,MEDICAL,A,5000,7.88,0,N,3
8c77848d-aaee-4f3f-948f-cdcd55d11510,23,58000,RENT,4,PERSONAL,C,5000,13.16,0,N,3
4ce5f248-0509-4064-b296-f454a53bffda,24,45000,MORTGAGE,5,EDUCATION,A,5000,,0,N,4
7caabaad-9480-475f-883e-93bdf9ee1402,24,45000,MORTGAGE,0,VENTURE,A,6000,7.88,0,N,3
c0a597b3-e69a-49ec-a24e-4c109c7a744a,21,45000,MORTGAGE,4,EDUCATION,A,5000,7.14,0,N,4
ff20c367-acd6-431a-94ad-18ccf05288d0,25,58296,RENT,9,DEBTCONSOLIDATION,A,5000,6.17,0,N,4
a52fe152-4cfe-4e0d-84c0-89273f8df55d,22,58380,RENT,2,VENTURE,C,5000,12.29,0,N,3
583deac5-8eba-415d-84c1-b8a6e0afadc1,26,45000,MORTGAGE,3,EDUCATION,C,4000,14.35,0,Y,2
28bb40e2-2587-4b99-b885-c57af219eb4a,24,58800,RENT,5,HOMEIMPROVEMENT,A,5000,7.29,0,N,3
bd326538-e8a9-4d7f-97e1-c117cda885ea,25,58800,RENT,4,EDUCATION,D,5000,14.84,0,N,2
e03e65af-6c51-44d0-8351-f0bbc2a85eba,22,52880,RENT,6,MEDICAL,D,5000,14.59,1,N,4
594ceafe-62d5-400d-85eb-69f934c429b8,21,45000,MORTGAGE,5,EDUCATION,A,18000,7.88,0,N,4
12c195e4-e825-497d-9255-f76e09f8ccb0,26,58979,RENT,2,DEBTCONSOLIDATION,A,5000,9.32,0,N,3
ab8df96b-8f4c-45c6-81d0-bed41e0abead,26,53000,RENT,4,DEBTCONSOLIDATION,D,5000,15.95,1,Y,2
56c3da3e-3ce8-4f9e-a511-d1bbc577f33f,22,59317,RENT,5,VENTURE,B,5000,11.48,0,N,4
08426685-15d9-47e1-93fa-c13d6f98abd0,21,59800,RENT,5,PERSONAL,B,5000,11.36,0,N,3
559c9189-8cba-44bf-bd79-f0ab289a854b,24,45000,MORTGAGE,4,MEDICAL,A,1500,,0,N,2
7fbf3178-1eae-47c5-9786-6cf9b430e766,22,45000,MORTGAGE,3,EDUCATION,B,15000,11.36,0,N,2
88c739a3-beb7-411f-a61a-55b27b440048,23,45000,MORTGAGE,7,VENTURE,A,5000,6.76,0,N,3
186178af-c241-4753-b8f5-78d2c0829360,26,45000,MORTGAGE,10,PERSONAL,A,1500,6.76,0,N,4
1f541071-6c68-4b4c-af60-852813ced1e8,23,60000,RENT,7,EDUCATION,C,5000,13.49,0,N,2
a7678a4d-3690-4704-b2b1-398fc0b477a7,22,54000,RENT,6,DEBTCONSOLIDATION,D,5000,17.27,1,Y,2
e1bf6d4b-d5b7-4c61-80f8-2ec19d9fa205,21,45000,MORTGAGE,5,DEBTCONSOLIDATION,A,8000,7.51,0,N,4
0fa8b1ed-1b1d-4b65-8821-e8fdb1bfd2c1,23,60000,RENT,5,VENTURE,D,5000,16.49,0,Y,2
17ee0031-7717-46c4-b922-c7e2112a6dcc,24,60000,RENT,2,MEDICAL,C,5000,13.99,0,Y,2
f4e1b5ae-fe27-4c72-81e3-d80bc77c0d4f,24,45000,MORTGAGE,8,HOMEIMPROVEMENT,A,4200,7.14,0,N,2
07a02631-6e35-4f80-95f0-910226a9cc7b,23,60000,RENT,6,DEBTCONSOLIDATION,A,5000,6.99,0,N,3
2b57078a-a59d-4861-af10-1effbe962ea7,21,60000,RENT,2,MEDICAL,A,5000,8.49,0,N,4
27a3adb9-b603-410f-a6f7-3a7a91a1c55a,26,60000,RENT,10,VENTURE,B,5000,10.99,0,N,2
c9a3cbdd-5c1d-4146-92cf-9c61c6fb36fc,23,60000,RENT,2,DEBTCONSOLIDATION,A,5000,,0,N,3
5227d576-c214-4615-b4c7-551b659bd196,21,45000,MORTGAGE,5,PERSONAL,A,10000,7.51,0,N,2
19dd8f3c-efd5-4cac-88f5-617cc5c99395,23,60000,RENT,2,VENTURE,A,5000,6.91,0,N,4
28dbf33f-e5cd-4211-9bfe-c5bf848b3955,25,60000,RENT,8,HOMEIMPROVEMENT,D,5000,15.57,0,N,4
f77a5761-2048-407a-8afb-98b73ca94b1e,22,45000,MORTGAGE,1,EDUCATION,B,3300,10.99,0,N,3
a3b6b485-192f-46cd-a7da-fd6c2caa7aa2,22,54000,RENT,1,DEBTCONSOLIDATION,A,5000,6.54,1,N,3
68b8b5cb-aedd-4ebb-acfe-009462afd681,26,60000,RENT,0,PERSONAL,A,5000,7.14,0,N,2
f62227de-f786-4d5e-a5fb-5d8da9f2515a,23,60000,RENT,4,PERSONAL,C,5000,13.98,0,Y,2
06e211da-acb2-4e45-9983-354c067cbe94,24,39000,MORTGAGE,2,HOMEIMPROVEMENT,C,16000,14.22,1,N,4
9dfd9178-526b-4aa5-8a1e-d7e91e46a70b,23,45000,MORTGAGE,4,EDUCATION,C,14500,13.48,0,Y,2
21306306-bfd9-452a-aeb1-92da6a2ee82d,22,60000,RENT,3,PERSONAL,C,5000,14.22,0,N,4
f4cd5291-2b94-4330-a199-818bf9772813,25,45000,OWN,5,VENTURE,B,10400,10.25,0,N,3
8a4fb529-922b-4e9b-bc17-1d90989e2554,22,54000,RENT,4,EDUCATION,E,5000,16.35,1,Y,3
2350cf7f-aad2-4d41-9aa7-33ab7845ee2e,23,54000,RENT,7,EDUCATION,C,5000,12.84,1,Y,2
662eb0c5-96b3-4cf1-acdb-ff47c59348e4,22,45000,MORTGAGE,4,PERSONAL,C,5000,13.48,0,Y,4
85033da7-8dd5-4251-8020-b9dedfc6f425,24,60996,RENT,8,HOMEIMPROVEMENT,A,5000,,0,N,2
68d3db73-00be-445f-b9fa-634427cdcd17,22,61000,RENT,3,MEDICAL,B,5000,9.99,0,N,2
d7c25b87-6fca-4635-b551-8ccb0332f146,24,45000,MORTGAGE,2,HOMEIMPROVEMENT,B,13000,10.62,0,N,2
b0fb64ff-841a-4447-8bab-e812305beebf,24,45000,MORTGAGE,3,EDUCATION,B,1275,11.36,0,N,4
5b23f596-8585-4ead-8316-506e6086744b,22,61000,RENT,2,VENTURE,A,5000,7.66,0,N,3
516295fc-5252-4884-b79a-54e061e143e4,25,62000,RENT,0,EDUCATION,A,5000,7.49,0,N,3
cac2c971-2430-4210-8588-c92b9efbaf0d,25,62000,RENT,9,DEBTCONSOLIDATION,A,5000,,0,N,2
4edef75a-2fb4-4f6f-8900-903c0a145463,22,62400,RENT,2,VENTURE,B,5000,12.69,0,N,3
951ab42c-4660-47be-8e91-c6513781ed98,25,62400,RENT,5,VENTURE,A,5000,7.51,0,N,2
ec211dbc-50a4-4857-9a7f-cd0afae059b3,25,63000,RENT,9,HOMEIMPROVEMENT,B,5000,10.74,0,N,3
e41ba5d3-bb0b-4c26-8448-14d2d74a6ad6,23,63000,RENT,7,EDUCATION,C,5000,13.23,0,Y,4
21d86f39-29e5-48b6-a41d-0367192ae2d2,22,63000,RENT,2,DEBTCONSOLIDATION,A,5000,7.74,0,N,3
f600879a-05cd-4691-a9bb-e0ed27181d6c,23,45000,MORTGAGE,5,EDUCATION,B,14500,11.48,0,N,2
088eb739-cdd7-4365-8fcd-1257fd061342,24,63000,RENT,2,EDUCATION,A,5000,9.32,0,N,4
b91af338-b765-4655-9816-b9403517151b,23,63800,RENT,7,EDUCATION,B,5000,9.99,0,N,4
123b80fa-8c6f-4a4d-bb03-47ccf0302fc9,25,64000,RENT,9,EDUCATION,D,5000,15.33,0,Y,4
45010651-0834-41de-9aa6-59c4b800aa04,25,45000,MORTGAGE,3,EDUCATION,B,6000,11.83,0,N,2
b0e8903e-6119-420e-a781-eaf646640eb8,24,64151,RENT,0,VENTURE,B,5000,11.86,0,N,2
20911a25-e062-4741-b415-4966c296277e,21,64424,RENT,3,PERSONAL,A,5000,6.03,0,N,4
33616ac5-904b-4862-a9be-6fed47c9882f,26,45000,MORTGAGE,0,HOMEIMPROVEMENT,C,4000,13.92,0,N,2
75d1a228-573b-4762-b117-61df79d2d48c,24,64600,RENT,2,DEBTCONSOLIDATION,A,5000,7.9,0,N,4
4ab6f2e1-f095-460a-97a9-5dd88237dc40,25,45000,OWN,1,PERSONAL,C,10000,12.87,0,Y,2
8db588a6-e088-4e9c-bf60-ff8a4894a276,23,45000,MORTGAGE,2,PERSONAL,A,3000,7.05,0,N,3
e912b8a6-de29-4c42-866e-ac7848acf638,26,65000,RENT,0,PERSONAL,A,5000,5.99,0,N,3
282aa303-0d2b-4dd2-97df-0438db4073ea,22,65000,RENT,3,EDUCATION,B,5000,11.49,0,N,3
b2660625-d640-4d21-a5e1-c23c9fb1241b,25,59000,RENT,0,MEDICAL,D,5000,15.62,1,Y,3
98358b6b-31b4-456d-9252-1cb7ad2a9a8c,22,45000,MORTGAGE,3,EDUCATION,B,4000,11.83,0,N,3
ee326fae-7896-44b2-83e9-0bf29bf69a8e,25,45000,MORTGAGE,3,DEBTCONSOLIDATION,A,4000,8.59,0,N,3
523442be-43b0-40df-85b8-9ccf88f2e9da,22,45000,MORTGAGE,6,VENTURE,A,7000,8.94,0,N,3
6a04ac92-3321-4b21-b880-68fce2c8cac1,23,39000,MORTGAGE,7,VENTURE,C,16000,14.26,1,N,3
8d6ea8c6-108d-466f-869d-ee7a8c76ce07,25,45000,MORTGAGE,0,MEDICAL,A,5950,7.74,0,N,2
f319463e-3921-41ea-927a-636c68c5fd58,23,65000,RENT,2,VENTURE,A,5000,5.42,0,N,2
328b1b37-61b9-460c-af0e-f9f3b9b6ef2f,22,45000,MORTGAGE,1,EDUCATION,B,14550,11.83,0,N,4
7499709c-58ae-45a6-9db8-6419b0dc3b82,23,65000,RENT,3,MEDICAL,C,5000,13.98,0,Y,2
8dc8f424-066b-4255-8181-fc5ad6e8e369,22,45000,MORTGAGE,1,EDUCATION,B,8000,12.53,0,N,3
146ceae8-fb62-40ef-af22-4fd5ae652cf1,21,59000,RENT,4,MEDICAL,C,5000,14.22,1,N,3
83e35523-f712-471c-8f94-efc95095e710,25,45000,MORTGAGE,9,DEBTCONSOLIDATION,A,3200,7.74,0,N,3
64a4d7c9-80c0-44c3-8390-726179709010,26,45000,MORTGAGE,1,DEBTCONSOLIDATION,A,1500,7.05,0,N,2
ee5a07da-8995-47a3-a9f5-14258a8192b6,23,45000,MORTGAGE,4,EDUCATION,B,9925,11.48,0,N,2
1c86d042-f742-4021-81ba-8c507454a3ab,24,65000,RENT,1,HOMEIMPROVEMENT,B,5000,10.25,0,N,2
d055b850-f1b6-48bf-a34c-ffe2eef4dda0,23,65000,RENT,3,EDUCATION,C,5000,13.47,0,Y,2
cc681c2b-f2b2-4361-bf06-c0feb00ecbc0,22,59004,RENT,3,EDUCATION,B,5000,11.11,1,N,3
9591065a-4055-48a4-9656-9520188eaad6,23,45000,OWN,0,VENTURE,C,8000,12.84,0,Y,2
eab3f854-7162-4689-96c8-8161c35a086a,25,45000,MORTGAGE,4,HOMEIMPROVEMENT,C,2700,,0,Y,4
bcf38308-99b6-4ca0-8a72-75a30d6e8e10,23,39000,MORTGAGE,0,MEDICAL,D,8000,14.11,1,N,3
6378cf5c-170a-41c2-b2d9-67d7a4889553,23,45000,MORTGAGE,1,MEDICAL,B,10000,12.21,0,N,2
a4141e58-82fd-4cfa-9e8f-653efa727fb4,23,45000,OWN,3,MEDICAL,A,7000,9.63,0,N,3
9e9d65f2-f6f1-4781-99d7-de18e46712ab,22,45000,MORTGAGE,6,EDUCATION,A,5000,8,0,N,3
9edebadd-6784-4462-94f1-ec7312de7718,23,66000,RENT,7,VENTURE,B,5000,10.39,0,N,3
e60a504e-6d28-4918-8052-fa824e729432,26,45000,MORTGAGE,2,VENTURE,B,12000,,0,N,3
b433db6a-c936-433f-8991-d8d25555065a,24,45000,MORTGAGE,2,EDUCATION,B,9200,11.89,0,N,3
5b08d884-6c10-44b1-91ba-ce4f65802bfe,26,45000,MORTGAGE,10,MEDICAL,B,4325,,0,N,4
4122e499-aa6c-4106-b101-2f8e95569eea,24,39000,MORTGAGE,1,EDUCATION,D,12000,14.11,1,N,2
3d1e35de-e849-4bb3-869a-7c7bbb2347fd,24,67200,RENT,4,EDUCATION,B,5000,,0,N,4
7fd48285-a0f2-4c28-99df-8cac3687bb5b,22,67500,RENT,2,DEBTCONSOLIDATION,A,5000,7.74,0,N,4
b3af6b18-642e-48b5-9743-e8b1d116f0e9,26,67500,RENT,1,MEDICAL,B,5000,12.18,0,N,3
65899067-1283-4eca-a31e-ee747211c4d0,25,45000,MORTGAGE,0,VENTURE,B,17000,11.89,0,N,2
67800080-1f87-4276-95d4-9500d0b23784,23,67596,RENT,2,PERSONAL,B,5000,11.86,0,N,4
2b5b45ad-3c87-4972-9c92-f705e1976497,24,45000,MORTGAGE,0,VENTURE,A,3600,,0,N,2
03db177d-baa8-4894-8700-d6e10ba559fd,23,45000,MORTGAGE,3,EDUCATION,C,16750,12.53,0,Y,3
a6b53d7c-eae1-4dca-810a-bc5cb4070235,26,45000,MORTGAGE,0,MEDICAL,C,7750,12.53,0,Y,4
f28a8c2a-1f98-4d9b-90c0-472a8db7c3dc,22,68000,RENT,7,PERSONAL,B,5000,9.99,0,N,3
658aa8d7-1fe0-4a98-9494-5f181b9e8af3,24,68648,RENT,1,VENTURE,B,5000,10.99,0,N,2
dd4b4b50-a0e9-4aeb-a70e-1a9f05ec3324,23,63900,RENT,7,DEBTCONSOLIDATION,D,5000,15.99,1,N,2
88dc4861-168c-47d9-b6d0-ca5a00606f0b,24,69996,RENT,7,DEBTCONSOLIDATION,B,5000,10.38,0,N,4
9c75ec9c-af0c-4441-a84e-d209ef16758a,25,70000,RENT,0,EDUCATION,B,5000,11.71,0,N,3
81545618-dbe4-4ccb-846e-521f89e65a80,26,70000,RENT,3,PERSONAL,D,5000,,0,Y,3
89b7148a-35d4-49c2-8c55-b8cc1c694cef,23,54400,RENT,2,MEDICAL,D,5000,16.49,1,N,4
1a65a665-216b-41c5-a05a-36015952e218,23,45000,OWN,4,PERSONAL,D,6400,,0,Y,3
9c662e9e-f658-4534-9cce-64741c7dedb6,26,70000,RENT,3,EDUCATION,E,5000,17.39,0,N,2
67b6c5ac-c037-404a-bfe6-c934c443de9a,22,70500,RENT,1,VENTURE,B,5000,11.14,0,N,4
7ec85de5-2512-4285-b555-9b5bcc6ee32e,22,71000,RENT,5,MEDICAL,B,5000,,0,N,3
85eb6af6-6e25-4b85-87df-3c73c172d0f6,23,55488,RENT,4,MEDICAL,D,5000,15.21,1,N,2
f3a5993f-94dc-4743-a77a-a2a8777b3c5f,22,71400,RENT,3,VENTURE,C,5000,12.99,0,Y,4
233e0c96-66c7-4069-a3da-e99065e1fd72,22,39000,MORTGAGE,1,VENTURE,F,5000,18.21,1,Y,4
67727b54-93e9-468a-968d-22962fac8946,26,72000,RENT,0,VENTURE,A,5000,7.49,0,N,4
0a04f021-50e4-46da-9813-bfbe7835452f,22,45000,MORTGAGE,1,EDUCATION,A,7375,9.32,0,N,4
c5dae019-f9ef-4534-8e6e-06a421b3404e,22,72000,RENT,1,MEDICAL,B,5000,11.49,0,N,3
1a82727d-c641-44d9-ae70-a92e6edb1a92,26,39000,MORTGAGE,4,DEBTCONSOLIDATION,D,5000,13.67,1,N,3
c1204d98-d411-4ec3-92d2-7a13604a008d,22,72000,RENT,6,PERSONAL,D,5000,,0,N,3
3bbdd3e9-9354-4ece-b3d8-3f4913152bf8,24,72000,RENT,6,MEDICAL,A,5000,,0,N,3
1062c21c-7dc2-43d5-aea9-bcb6ebee2366,23,45000,MORTGAGE,1,EDUCATION,B,8000,10.51,0,N,4
ff1c0633-c878-49e7-8972-8948a067612d,25,56950,RENT,9,MEDICAL,C,5000,13.92,1,N,4
f505f14f-d709-403e-9325-689384991c9e,24,73000,RENT,1,DEBTCONSOLIDATION,B,5000,9.01,0,N,2
4dd0f9fa-653a-4da9-b627-c8dda7cd5050,24,73500,RENT,3,HOMEIMPROVEMENT,C,5000,12.99,0,N,4
b2a64d6a-4dc2-46d7-9bf5-834238def1f2,24,74000,RENT,2,MEDICAL,A,5000,,0,N,4
8c7b6d93-ae6f-4cb8-bc14-5684311cdda9,26,74500,RENT,8,VENTURE,B,5000,11.36,0,N,2
3a63dc29-831a-4a19-a6ce-925420f693d7,23,75000,RENT,4,VENTURE,B,5000,,0,N,3
19bb442b-aea4-4055-a431-ec3d137151fc,24,45000,OTHER,8,MEDICAL,A,7500,8.32,0,N,3
41acbca6-a8a1-4e28-bcf1-06db1695e44e,25,45000,MORTGAGE,7,EDUCATION,A,7500,8,0,N,3
a0fc397c-65a5-4dad-b45b-271085334336,23,69000,RENT,4,PERSONAL,A,5000,7.49,1,N,2
370ba290-f153-4b5d-a850-0c07582d17d5,23,75000,RENT,7,EDUCATION,A,5000,7.49,0,N,3
02c35380-a32c-473d-b849-4874df332a3a,22,75000,RENT,5,VENTURE,B,5000,11.49,0,N,3
39d34c09-4b25-4de8-9ea7-77a2fcf2332a,22,75000,RENT,2,VENTURE,B,5000,10.99,0,N,2
eec90049-ab2e-4dd0-9fcd-19bf92328e18,26,45000,OWN,2,MEDICAL,C,7000,,0,N,3
43c8d9dc-d47e-4933-9eea-ddd1d2cd73d5,22,39000,OWN,0,EDUCATION,F,25000,16.08,1,N,3
c4435e48-c862-45c7-866e-01a4d72f6b88,23,45000,OWN,0,VENTURE,B,21000,9.76,0,N,3
17a2d537-6ecc-4b01-b6be-e78158c12ba0,22,75000,RENT,2,DEBTCONSOLIDATION,A,5000,5.79,0,N,2
5f4b98f3-3d9b-4ccf-a056-997ca0e493c6,25,45000,OWN,1,HOMEIMPROVEMENT,C,9000,11.03,0,N,2
41a6f192-26f4-4c47-9a7d-d84e805e660b,25,45000,MORTGAGE,0,VENTURE,B,7500,10.39,0,N,3
75726a88-5651-4f90-912b-66c8b3fae0a6,24,75000,RENT,8,PERSONAL,C,5000,11.78,0,Y,2
60018e9a-6c27-4ffb-ab2b-ec03535c2285,25,45000,OWN,0,EDUCATION,C,6500,10.28,0,Y,2
bdc5bb66-fb7b-4ab5-a185-ffe2953c9e0e,25,76000,RENT,1,DEBTCONSOLIDATION,A,5000,7.9,0,N,3
a3ae429c-772b-4358-a66c-d6574b5bccb7,25,76000,RENT,0,DEBTCONSOLIDATION,A,5000,8.9,0,N,2
e5fc8c4d-abb3-4476-ab91-57c9f13ad6b3,25,76344,RENT,2,HOMEIMPROVEMENT,A,5000,9.63,0,N,2
fce351ee-bc19-4165-a289-c6b3c4397355,25,45149,MORTGAGE,,EDUCATION,A,9000,5.79,0,N,4
ff96e387-58f4-433f-ac8a-7115ace252b8,25,76500,RENT,4,DEBTCONSOLIDATION,C,5000,12.53,0,N,3
33e1ef05-608b-41b1-81c8-1a0a9a275710,25,78000,RENT,3,DEBTCONSOLIDATION,A,5000,7.66,0,N,3
e453b297-3cdc-466f-9355-63a9f052957b,21,45192,MORTGAGE,0,PERSONAL,B,11700,10.74,0,N,2
526236cb-72f0-4b37-ad2e-aede84d24884,24,78300,RENT,0,HOMEIMPROVEMENT,A,5000,7.74,0,N,3
f5de5159-3cdf-4b64-b493-6ac387c6db97,26,39200,MORTGAGE,2,MEDICAL,D,4000,15.05,1,N,3
a024bcd8-6a45-460a-963f-af8e294d68f1,23,80000,RENT,5,VENTURE,B,5000,12.42,0,N,4
18407c95-3e98-467e-8151-fe4e53c4bd63,23,45204,MORTGAGE,0,EDUCATION,B,4750,12.21,0,N,4
3431fcb9-f9ad-41bb-82e8-f7ed0c124bd6,24,74000,RENT,6,EDUCATION,C,5000,15.27,1,N,4
58519806-e73a-42eb-8e98-deb3e25e898a,22,74000,RENT,3,DEBTCONSOLIDATION,C,5000,13.49,1,Y,4
54b21629-f750-4a59-9eb2-03ecb042589b,23,45288,MORTGAGE,7,DEBTCONSOLIDATION,B,20500,9.25,0,N,2
08e3dad8-b27c-4019-901a-fb2d02fb9293,23,39292,MORTGAGE,3,PERSONAL,A,3250,,1,N,4
06267921-b0dd-42af-bf43-4fa336690c09,23,80000,RENT,6,PERSONAL,A,5000,5.42,0,N,2
302dfe15-b3cb-40ec-9228-f1e9cead7012,23,45300,MORTGAGE,3,EDUCATION,D,5550,15.37,0,Y,3
6ce39403-bafd-48ba-9aac-4c4c183f6fb1,23,62900,RENT,7,MEDICAL,D,5000,14.84,1,N,4
9914ad69-415d-4156-84ef-99ba0da517cf,23,39325,MORTGAGE,3,EDUCATION,C,2800,12.87,1,N,4
5bc327c7-e61d-45c9-ad95-67b63736b8ea,24,45336,MORTGAGE,8,MEDICAL,A,10000,5.99,0,N,2
db9b5dc7-92f2-4caf-b067-245f2477b7b1,24,81000,RENT,6,MEDICAL,A,5000,5.42,0,N,3
f602d28d-981a-40cf-b9f2-6f15aa7fe71c,23,45378,MORTGAGE,7,PERSONAL,A,6000,5.79,0,N,2
a0e5634d-ca76-4b4d-a705-4fda47d87f77,21,45432,MORTGAGE,4,EDUCATION,B,5000,9.88,0,N,4
e639f7f2-afd0-4e88-beb9-a01779e751cb,24,83100,RENT,5,HOMEIMPROVEMENT,E,5000,16.35,0,N,3
de26df97-083c-4234-a259-808d91700306,22,84996,RENT,6,VENTURE,C,5000,12.23,0,Y,3
97a8f7b7-7bf0-4ce1-b1d2-1fc34b1b04d1,26,73000,RENT,0,EDUCATION,D,5000,15.31,1,Y,2
7baada00-91f9-44d2-a224-fb296a799bff,23,45500,OWN,5,EDUCATION,C,14000,14.72,0,Y,2
8c658c86-1da4-4b3b-96f3-dbb645d9f0cc,26,39500,MORTGAGE,6,MEDICAL,D,15250,15.05,1,N,4
561f70ff-e86d-4f2c-b325-2be04270e830,23,85000,RENT,2,EDUCATION,B,5000,11.58,0,N,4
4cf0542f-0de5-4911-b7f4-2c5bbcd9967d,21,45600,MORTGAGE,5,MEDICAL,A,6000,6.03,0,N,4
9e0bb36f-6db6-443b-a79e-cf5b2b91f0b0,23,45600,OWN,7,EDUCATION,A,14000,7.9,0,N,3
54783fad-4ebb-4e42-86a9-cae0ec612096,23,85272,RENT,7,VENTURE,B,5000,11.11,0,N,4
ecd698bd-ee24-497c-9bb7-09c19b74e83f,23,45600,MORTGAGE,3,VENTURE,C,12000,14.65,0,Y,2
081fc352-e821-4be0-ae4b-2a926423a717,26,45600,MORTGAGE,9,EDUCATION,C,10000,15.27,0,Y,3
bd249149-f0bf-42f7-97d3-6d17f0001570,23,88000,RENT,1,VENTURE,B,5000,10.99,0,N,4
f6875057-12b9-4aa4-95e6-4ab6dd0c2af6,23,45600,MORTGAGE,,MEDICAL,B,3000,11.49,0,N,4
eb556bbe-0429-468d-90ba-fc8d934cef32,23,45600,MORTGAGE,7,VENTURE,C,10000,16.11,0,Y,4
c64cd7ee-a08b-4d33-97fd-b140ca59cb50,25,45600,MORTGAGE,7,MEDICAL,C,13000,12.99,0,N,4
8ef04d0f-e3a7-4de9-b27a-07926e6cd2a0,25,76000,RENT,2,DEBTCONSOLIDATION,E,5000,17.19,1,Y,3
7c1f794b-db42-4289-b071-a391a6ada405,26,90000,RENT,4,PERSONAL,D,5000,16.77,0,Y,3
f969bd5e-7466-474c-b56e-ae88f535c6ad,23,78000,RENT,0,HOMEIMPROVEMENT,A,5000,6.62,1,N,4
adbecc97-65f4-481b-83d5-f1686299635a,23,90000,RENT,7,MEDICAL,C,5000,15.96,0,Y,3
2f68b91d-b9bc-46a2-bf58-5dc353b816e7,24,90000,RENT,0,DEBTCONSOLIDATION,B,5000,10.59,0,N,2
51cf2b70-e3aa-410e-b84d-f70b00a62256,24,90000,RENT,5,VENTURE,B,5000,9.99,0,N,3
0607bf77-e2c2-4cfc-a4fb-ea00cb5cc6e4,24,45600,MORTGAGE,0,DEBTCONSOLIDATION,A,7200,6.91,0,N,4
d5a8ebb5-6e01-4e27-b054-d849971ec9bc,25,45600,MORTGAGE,6,HOMEIMPROVEMENT,A,15000,5.79,0,N,2
ce169b00-ebb4-40dc-9d27-73d828cb3957,21,39600,MORTGAGE,5,MEDICAL,A,6400,6.91,1,N,2
c8c62ed2-7d7a-4bef-85d7-76d237ef7a02,22,90000,RENT,4,EDUCATION,D,5000,14.96,0,Y,4
61802644-3e31-4dbb-a476-8b30a67a14e2,22,45600,MORTGAGE,5,VENTURE,B,2000,10.36,0,N,2
91085fec-5f06-487b-83ea-459d7ede048e,23,45600,OWN,7,MEDICAL,B,1000,9.62,0,N,4
4ab6f9d3-5a21-4976-ab3b-6a255f5b1f91,25,80000,RENT,8,DEBTCONSOLIDATION,D,5000,14.96,1,Y,4
0a2d3609-04b3-4eb1-add6-9cf2cc7458b1,20,94000,RENT,4,EDUCATION,D,5000,16.02,0,N,3
